[INFO ] [2023-07-23 17:47:50,925] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-05 16:37:24,362]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:37:24,365] OS name = windows 10
[INFO ] [2023-08-05 16:37:24,365] Driver instance name = chromedriver: chrome on windows (f5fdc3b0f9626608ab69caee7a73d8a1)
[INFO ] [2023-08-06 17:40:43,934] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-06 17:40:49,259] OS name = windows 10
[INFO ] [2023-08-06 17:40:49,259] Driver instance name = chromedriver: chrome on windows (8de89027b37d660bfc7dfad4fb685f63)
[INFO ] [2023-08-06 17:44:11,716] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-06 17:44:18,092] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-08-06 17:44:19,398] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-08-06 17:44:19,568] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-08-06 17:44:20,240] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui904792@fakemail.com'
[INFO ] [2023-08-06 17:44:20,484] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-08-06 17:44:20,653] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-08-06 17:44:20,966] Register - Step 07: Click to 'Register' button
[INFO ] [2023-08-06 17:44:21,820] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-08-06 17:44:21,899]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-08-06 17:44:21,900] Register - Step 09: CLick to Logout link
[INFO ] [2023-08-06 17:44:22,957] Login - Step 01: Navigate to Login page
[INFO ] [2023-08-06 17:44:23,401] Login - Step 02: Enter to EmailAddress textbox with value is hagakui904792@fakemail.com
[INFO ] [2023-08-06 17:44:23,569] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-08-06 17:44:23,713] Login - Step 04: Click to 'Login' button
[INFO ] [2023-08-06 17:44:24,454] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-08-06 17:44:24,560]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-06 17:44:24,565] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-08-06 17:44:25,004] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-08-06 17:44:25,088]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-06 17:44:25,088] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-08-06 17:44:25,147]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-06 17:44:25,147] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-08-06 17:44:25,208]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-06 17:44:25,208] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-08-06 17:44:25,272]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-06 17:44:25,275] OS name = windows 10
[INFO ] [2023-08-06 17:44:25,275] Driver instance name = chromedriver: chrome on windows (b355e839732055db3acfb4d1fe9379e4)
[INFO ] [2023-08-10 04:31:52,723] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-10 04:32:00,433] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-08-10 04:32:01,765] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-08-10 04:32:01,970] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-08-10 04:32:02,646] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui908616@fakemail.com'
[INFO ] [2023-08-10 04:32:02,904] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-08-10 04:32:03,071] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-08-10 04:32:03,224] Register - Step 07: Click to 'Register' button
[INFO ] [2023-08-10 04:32:04,097] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-08-10 04:32:04,179]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-08-10 04:32:04,180] Register - Step 09: CLick to Logout link
[INFO ] [2023-08-10 04:32:05,167] Login - Step 01: Navigate to Login page
[INFO ] [2023-08-10 04:32:05,665] Login - Step 02: Enter to EmailAddress textbox with value is hagakui908616@fakemail.com
[INFO ] [2023-08-10 04:32:05,820] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-08-10 04:32:05,950] Login - Step 04: Click to 'Login' button
[INFO ] [2023-08-10 04:32:06,704] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-08-10 04:32:06,811]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-10 04:32:06,816] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-08-10 04:32:07,318] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-08-10 04:32:07,404]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-10 04:32:07,404] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-08-10 04:32:07,466]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-10 04:32:07,466] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-08-10 04:32:07,524]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-10 04:32:07,524] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-08-10 04:32:07,586]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-10 04:32:07,589] OS name = windows 10
[INFO ] [2023-08-10 04:32:07,589] Driver instance name = chromedriver: chrome on windows (90b6480cae21a05f539c016784e2f98c)
[INFO ] [2023-08-10 05:06:53,821] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-18 05:06:21,589] OS name = windows 10
[INFO ] [2023-08-18 05:06:21,591] 
[INFO ] [2023-08-18 05:08:09,977] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-18 05:08:15,169] OS name = windows 10
[INFO ] [2023-08-18 05:08:15,169] Driver instance name = chromedriver: chrome on windows (a334399810f61528a79bfece55a4d28d)
[INFO ] [2023-08-20 10:00:36,524] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-20 10:00:42,328] OS name = windows 10
[INFO ] [2023-08-20 10:00:42,329] Driver instance name = chromedriver: chrome on windows (707bf05b4458f93ba067cd645fd58e72)
[INFO ] [2023-08-20 10:05:47,564] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-20 10:05:55,001] Register - Step 01: Navigate to 'Register' page

[INFO ] [2023-08-20 10:05:56,389] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-08-20 10:05:56,587] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-08-20 10:05:57,351] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui907397@fakemail.com'
[INFO ] [2023-08-20 10:05:57,610] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-08-20 10:05:57,770] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-08-20 10:05:57,932] Register - Step 07: Click to 'Register' button
[INFO ] [2023-08-20 10:05:59,196] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-08-20 10:05:59,298]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-08-20 10:05:59,300] Register - Step 09: CLick to Logout link
[INFO ] [2023-08-20 10:06:00,277] Login - Step 01: Navigate to Login page
[INFO ] [2023-08-20 10:06:00,746] Login - Step 02: Enter to EmailAddress textbox with value is hagakui907397@fakemail.com
[INFO ] [2023-08-20 10:06:00,895] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-08-20 10:06:01,043] Login - Step 04: Click to 'Login' button
[INFO ] [2023-08-20 10:06:01,791] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-08-20 10:06:01,895]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:06:01,900] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-08-20 10:06:02,389] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-08-20 10:06:02,479]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:06:02,479] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-08-20 10:06:02,543]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:06:02,543] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-08-20 10:06:02,616]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:06:02,616] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-08-20 10:06:02,678]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:06:02,681] OS name = windows 10
[INFO ] [2023-08-20 10:06:02,682] Driver instance name = chromedriver: chrome on windows (30cd45621c93e5d483efb9d92a34f115)
[INFO ] [2023-08-20 10:10:22,656] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-20 10:10:29,032] Register - Step 01: Navigate to 'Register' page

[INFO ] [2023-08-20 10:10:30,365] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-08-20 10:10:30,534] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-08-20 10:10:31,206] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui907210@fakemail.com'
[INFO ] [2023-08-20 10:10:31,460] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-08-20 10:10:31,622] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-08-20 10:10:31,780] Register - Step 07: Click to 'Register' button
[INFO ] [2023-08-20 10:10:32,567] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-08-20 10:10:32,648]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-08-20 10:10:32,649] Register - Step 09: CLick to Logout link
[INFO ] [2023-08-20 10:10:33,566] Login - Step 01: Navigate to Login page
[INFO ] [2023-08-20 10:10:34,540] Login - Step 02: Enter to EmailAddress textbox with value is hagakui907210@fakemail.com
[INFO ] [2023-08-20 10:10:34,689] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-08-20 10:10:34,826] Login - Step 04: Click to 'Login' button
[INFO ] [2023-08-20 10:10:35,595] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-08-20 10:10:35,694]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:10:35,699] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-08-20 10:10:36,167] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-08-20 10:10:36,245]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:10:36,246] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-08-20 10:10:36,305]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:10:36,306] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-08-20 10:10:36,366]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:10:36,366] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-08-20 10:10:36,428]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:10:36,431] OS name = windows 10
[INFO ] [2023-08-20 10:10:36,431] Driver instance name = chromedriver: chrome on windows (2673c84a65e32cc7a0c67dad0474e2f1)
[INFO ] [2023-08-20 10:44:17,843] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-20 10:44:26,272] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-08-20 10:44:27,167] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-08-20 10:44:27,343] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-08-20 10:44:28,009] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui908174@fakemail.com'
[INFO ] [2023-08-20 10:44:28,269] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-08-20 10:44:28,440] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-08-20 10:44:28,602] Register - Step 07: Click to 'Register' button
[INFO ] [2023-08-20 10:44:29,441] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-08-20 10:44:29,517]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-08-20 10:44:29,519] Register - Step 09: CLick to Logout link
[INFO ] [2023-08-20 10:44:30,460] Login - Step 01: Navigate to Login page
[INFO ] [2023-08-20 10:44:31,520] Login - Step 02: Enter to EmailAddress textbox with value is hagakui908174@fakemail.com
[INFO ] [2023-08-20 10:44:31,661] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-08-20 10:44:31,799] Login - Step 04: Click to 'Login' button
[INFO ] [2023-08-20 10:44:32,585] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-08-20 10:44:32,682]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:44:32,691] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-08-20 10:44:33,190] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-08-20 10:44:33,277]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:44:33,277] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-08-20 10:44:33,350]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:44:33,350] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-08-20 10:44:33,412]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:44:33,413] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-08-20 10:44:33,476]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-20 10:44:33,480] OS name = windows 10
[INFO ] [2023-08-20 10:44:33,480] Driver instance name = chromedriver: chrome on windows (0df9eee8528f1f02d7a316aaf581f527)
